"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 11:15:07 CST 2024","Wed Jun 12 11:15:07 CST 2024","10","test_cases","test_smoke21","TestRigister","","","注册失败","desc - 注册失败"
